src,tgt,p_src,p_tgt
2009,847,1106671,92065
2434,848,1131137,92589
1131,848,173884,92589
538,848,39165,92589
1285,849,248119,93273
1904,849,989397,93273
2320,850,1126050,93318
2629,852,1152958,93555
968,852,119761,93555
1061,852,143801,93555
1336,852,284023,93555
1337,852,284025,93555
1137,853,175576,93755
156,854,6941,93923
2097,855,1111733,94229
2282,855,1123087,94229
2010,856,1106764,94416
1052,857,141324,94639
1612,857,593105,94639
1625,857,593813,94639
1626,857,593859,94639
1628,857,593942,94639
692,857,62634,94639
1920,858,1102550,94641
2378,858,1129018,94641
2675,858,1153897,94641
951,858,116553,94641
1634,858,594387,94641
692,858,62634,94641
2084,861,1110579,95188
2179,861,1116410,95188
2084,862,1110579,95198
560,863,42207,95225
868,866,95589,95586
865,867,95579,95588
2656,869,1153287,95594
166,869,7430,95594
868,869,95589,95594
865,870,95579,95597
2029,871,1107367,95642
430,871,28447,95642
1905,871,990075,95642
476,872,32698,95718
476,873,32698,95719
1630,876,594025,96847
1634,877,594387,96851
876,877,96847,96851
1219,878,211432,97377
78,878,3240,97377
536,878,39130,97377
889,879,100935,97390
2603,879,1152358,97390
2681,879,1153943,97390
488,879,33907,97390
882,879,98693,97390
488,880,33907,97645
1610,880,593091,97645
2603,882,1152358,98693
1564,882,575331,98693
817,883,84021,98698
1576,884,578306,99023
1577,884,578309,99023
1579,884,578347,99023
1578,886,578337,99030
1187,887,193931,100197
1485,887,447250,100197
1805,887,688361,100197
2017,888,1107041,100701
2251,889,1120643,100935
2539,889,1134865,100935
677,890,60169,100961
892,891,101145,101143
1644,891,596075,101143
894,893,101263,101261
2104,894,1112099,101263
2582,894,1139928,101263
431,894,28456,101263
2020,895,1107095,101660
2020,896,1107095,101662
896,897,101662,101811
2638,897,1153064,101811
1078,897,151430,101811
154,897,6935,101811
1505,898,509315,102061
191,900,9513,102879
191,901,9513,102884
1060,902,143676,102938
902,903,102938,102939
1060,903,143676,102939
2688,904,1154074,103430
773,904,75318,103430
2147,905,1114388,103482
2222,905,1119140,103482
2375,905,1128990,103482
399,905,27510,103482
400,905,27514,103482
2129,906,1113742,103515
2336,906,1127913,103515
2346,906,1128314,103515
2402,906,1129778,103515
2666,906,1153853,103515
1284,906,246618,103515
1490,906,459214,103515
643,906,54131,103515
1565,906,575402,103515
908,907,103529,103528
2023,907,1107171,103528
2023,908,1107171,103529
2023,909,1107171,103531
1773,909,656048,103531
988,910,126912,103537
988,911,126912,103543
991,911,126927,103543
1187,914,193931,105856
1330,914,273949,105856
1346,914,289085,105856
1187,915,193931,105865
1188,915,193932,105865
2095,916,1111304,105899
1914,917,1095507,106590
2406,917,1129994,106590
2235,918,1119751,107177
920,919,107252,107251
1435,919,389715,107251
2030,921,1107385,107569
2255,921,1120777,107569
2031,922,1107418,108047
2347,922,1128319,108047
2666,922,1153853,108047
2676,922,1153899,108047
423,922,28336,108047
1581,922,578645,108047
1582,922,578646,108047
1583,922,578649,108047
1588,922,578898,108047
924,923,108963,108962
1914,923,1095507,108962
1106,923,159897,108962
1375,923,310653,108962
923,924,108962,108963
1914,924,1095507,108963
923,925,108962,108974
924,925,108963,108974
2305,925,1125469,108974
2527,925,1133417,108974
719,925,66794,108974
923,926,108962,108983
1106,926,159897,108983
1375,926,310653,108983
1794,926,683404,108983
1041,927,137849,109323
2603,928,1152358,110041
1344,928,287787,110041
930,929,110163,110162
931,929,110164,110162
929,930,110162,110163
931,930,110164,110163
835,932,89308,111676
2230,933,1119623,111770
1291,934,249858,111866
2156,935,1114777,112099
2267,936,1121459,112378
2487,936,1131728,112378
1056,936,141868,112378
1069,936,145215,112378
1769,936,654177,112378
2249,937,1120444,112787
834,939,88356,114189
700,940,63835,114308
2300,941,1125258,114966
2037,942,1107728,115188
244,943,12960,116021
946,944,116087,116081
1331,944,277263,116081
946,945,116087,116084
1193,945,195150,116084
1552,945,568045,116084
780,945,75972,116084
2038,947,1107808,116512
2077,948,1110438,116528
385,948,25772,116528
77,948,3237,116528
2345,949,1128291,116545
2347,949,1128319,116545
951,949,116553,116545
1284,949,246618,116545
1581,949,578645,116545
1583,949,578649,116545
951,950,116553,116552
1284,950,246618,116552
1284,951,246618,116553
1400,952,345340,116790
423,953,28336,117315
953,954,117315,117316
2160,955,1115166,117328
529,955,38829,117328
844,955,91852,117328
861,955,95188,117328
958,957,118260,118259
1251,957,230300,118259
1251,958,230300,118260
961,959,118436,118424
961,960,118436,118435
2044,963,1108209,118559
2272,963,1121739,118559
2064,965,1109566,118873
2170,965,1115959,118873
1902,965,987188,118873
1199,966,198443,119686
1902,966,987188,119686
2136,967,1114118,119712
1061,968,143801,119761
1337,968,284025,119761
2587,972,1140543,120084
2067,973,1109873,120817
2587,973,1140543,120817
2605,974,1152394,121792
1050,975,141160,123556
277,975,14807,123556
619,975,50354,123556
2474,976,1131464,123825
2483,976,1131634,123825
2701,976,1154276,123825
369,976,23448,123825
563,976,42847,123825
1485,976,447250,123825
1760,976,649730,123825
1762,976,649739,123825
114,977,6163,124064
126,977,6220,124064
127,977,6224,124064
1124,978,169279,124224
148,978,6898,124224
629,979,51834,124296
2041,980,1108167,124734
388,980,25805,124734
2042,981,1108169,124828
2234,982,1119742,124952
2292,982,1123756,124952
2315,982,1126011,124952
2316,982,1126012,124952
1170,982,189721,124952
2455,984,1131270,126793
296,984,16843,126793
2045,985,1108258,126867
2045,986,1108258,126868
985,986,126867,126868
911,987,103543,126909
911,988,103543,126912
724,988,66990,126912
911,989,103543,126920
991,989,126927,126920
1738,989,645897,126920
911,990,103543,126926
987,990,126909,126926
911,991,103543,126927
989,991,126920,126927
1720,991,644093,126927
1738,991,645897,126927
1740,991,646286,126927
2046,992,1108267,127033
1461,992,416455,127033
1561,992,574710,127033
2146,993,1114364,127940
1280,993,243274,127940
994,995,128202,128203
2047,996,1108329,128383
1434,997,387795,128540
2048,998,1108363,129042
2265,998,1121313,129042
999,998,129045,129042
2048,999,1108363,129045
2265,999,1121313,129045
1882,1000,907845,129287
546,1004,40125,131042
1080,1005,152219,131117
1225,1005,212930,131117
1225,1006,212930,131122
1458,1007,411005,131315
1458,1008,411005,131317
1458,1009,411005,131318
580,1010,45599,132806
605,1010,48766,132806
1619,1010,593260,132806
1812,1011,695284,132821
2068,1012,1109891,133550
1015,1012,133566,133550
1049,1012,140569,133550
914,1013,105856,133553
2239,1013,1120049,133553
914,1014,105856,133563
2239,1014,1120049,133563
1015,1014,133566,133563
2618,1015,1152714,133566
2618,1016,1152714,133567
1015,1016,133566,133567
2354,1017,1128531,133615
2669,1017,1153866,133615
647,1017,55403,133615
2051,1018,1108570,133628
1497,1019,481073,134060
2121,1020,1113182,134128
2127,1020,1113614,134128
2199,1020,1117760,134128
2143,1021,1114331,134199
1114,1021,164885,134199
1484,1021,447224,134199
2103,1022,1112075,134219
1484,1022,447224,134219
1503,1022,503893,134219
802,1022,81714,134219
1026,1023,134316,134307
2171,1024,1116044,134314
1026,1024,134316,134314
365,1025,23069,134315
2202,1026,1117920,134316
1057,1026,142268,134316
365,1027,23069,134320
1969,1028,1105221,135130
1461,1028,416455,135130
1561,1028,574710,135130
2519,1029,1133004,135464
2550,1029,1135589,135464
972,1029,120084,135464
1267,1029,237489,135464
174,1029,8581,135464
151,1030,6917,135765
1030,1031,135765,135766
1486,1031,449841,135766
151,1031,6917,135766
2053,1032,1108656,135798
368,1033,23258,136665
1404,1034,348437,136766
1034,1035,136766,136767
1404,1035,348437,136767
1034,1036,136766,136768
366,1037,23070,137130
708,1037,65074,137130
2054,1038,1108728,137359
2210,1038,1118286,137359
2642,1038,1153101,137359
2645,1038,1153150,137359
2054,1039,1108728,137380
518,1039,37541,137380
823,1039,85449,137380
202,1040,10186,137790
2132,1040,1113852,137790
995,1040,128203,137790
46,1040,2354,137790
766,1040,74749,137790
2161,1041,1115291,137849
299,1041,17242,137849
2070,1042,1110000,137868
2457,1042,1131277,137868
2458,1042,1131300,137868
2686,1042,1154068,137868
1704,1042,642827,137868
843,1042,91581,137868
245,1044,13024,137956
2055,1046,1108834,139738
2056,1047,1108841,139865
2083,1047,1110563,139865
828,1048,86840,140005
2068,1050,1109891,141160
2466,1050,1131345,141160
1013,1050,133553,141160
1884,1050,917493,141160
2269,1051,1121569,141171
2122,1052,1113438,141324
1501,1052,503877,141324
2233,1053,1119708,141342
498,1053,35061,141342
1,1053,40,141342
1563,1053,575292,141342
1652,1053,608191,141342
747,1053,70970,141342
790,1053,78511,141342
2233,1054,1119708,141347
546,1055,40125,141596
1472,1056,429805,141868
2073,1057,1110209,142268
2202,1057,1117920,142268
1026,1057,134316,142268
2412,1058,1130539,143323
1089,1058,154134,143323
1233,1058,217139,143323
57,1058,3084,143323
817,1058,84021,143323
2114,1059,1112686,143476
902,1060,102938,143676
1337,1061,284025,143801
2477,1062,1131549,144212
696,1063,63486,144330
1241,1064,219446,144408
71,1064,3229,144408
2142,1065,1114239,144679
2117,1066,1112911,144701
2370,1066,1128975,144701
2376,1066,1128997,144701
2559,1066,1136342,144701
351,1066,22229,144701
1641,1066,595063,144701
1000,1067,129287,145134
1698,1067,641976,145134
2115,1068,1112723,145176
2502,1068,1132418,145176
545,1068,40124,145176
1056,1069,141868,145215
1472,1069,429805,145215
1769,1069,654177,145215
1358,1070,294126,145315
1763,1070,649944,145315
2656,1071,1153287,145384
166,1071,7430,145384
868,1071,95589,145384
2058,1072,1109185,147870
2503,1072,1132434,147870
1694,1072,636500,147870
2059,1073,1109199,148170
2376,1073,1128997,148170
2060,1074,1109208,148341
2433,1074,1131116,148341
2285,1076,1123215,149139
1596,1077,589923,149669
2165,1078,1115670,151430
2256,1079,1120786,151708
1916,1081,1102400,152226
2582,1082,1139928,152227
1081,1082,152226,152227
1903,1082,987197,152227
1595,1083,583318,152483
1610,1083,593091,152483
2061,1084,1109392,152731
371,1084,23507,152731
2448,1085,1131223,153063
1478,1085,440815,153063
1532,1085,561568,153063
1533,1085,561581,153063
1535,1085,561593,153063
1536,1085,561595,153063
1537,1085,561610,153063
1539,1085,561613,153063
1733,1085,645084,153063
2123,1086,1113459,153598
2105,1087,1112106,154023
2530,1087,1133846,154023
1088,1087,154047,154023
2105,1088,1112106,154047
2530,1088,1133846,154047
1087,1088,154023,154047
2273,1090,1121867,154982
2429,1090,1130927,154982
2431,1090,1130931,154982
2432,1090,1130934,154982
2522,1090,1133028,154982
1003,1090,129897,154982
1448,1091,397590,155158
179,1091,8687,155158
1094,1093,155738,155736
1093,1094,155736,155738
1098,1094,157761,155738
2065,1095,1109581,156794
2609,1096,1152490,156977
2668,1096,1153861,156977
1437,1096,390889,156977
1443,1096,395547,156977
2204,1097,1118017,157401
1240,1098,219239,157761
137,1099,6539,157805
1481,1101,445938,158172
198,1102,10169,158614
2333,1103,1127812,158812
2617,1104,1152711,159084
1105,1104,159085,159084
1277,1104,241821,159084
2617,1105,1152711,159085
1277,1105,241821,159085
1375,1106,310653,159897
1792,1106,683355,159897
2359,1108,1128853,160732
779,1108,75969,160732
2678,1109,1153922,161221
2066,1110,1109830,162075
1111,1110,162080,162075
1837,1110,737204,162075
2066,1111,1109830,162080
2546,1111,1135345,162080
1110,1111,162075,162080
1840,1111,739707,162080
964,1112,118682,162664
538,1112,39165,162664
1508,1112,510718,162664
1524,1112,531348,162664
1525,1112,531351,162664
2067,1113,1109873,163235
1484,1114,447224,164885
2235,1115,1119751,166420
2071,1116,1110024,166825
2214,1116,1118388,166825
2072,1117,1110028,166989
2262,1117,1121063,166989
388,1117,25805,166989
2281,1120,1123068,167670
827,1121,86359,168332
2496,1124,1132083,169279
2690,1124,1154103,169279
2496,1125,1132083,169280
2690,1125,1154103,169280
1774,1127,656231,170798
2074,1129,1110256,171954
2552,1129,1135750,171954
2577,1129,1138755,171954
1868,1129,820662,171954
952,1130,116790,173863
1367,1132,307336,174418
1695,1132,636511,174418
1132,1133,174418,174425
1695,1133,636511,174425
2251,1134,1120643,175256
2524,1134,1133196,175256
1790,1134,682815,175256
638,1135,52784,175291
914,1136,105856,175548
2239,1136,1120049,175548
1808,1136,689152,175548
1846,1136,753070,175548
937,1138,112787,175909
2673,1138,1153891,175909
1244,1138,221302,175909
98,1139,5069,177115
2079,1140,1110515,177993
2079,1141,1110515,177998
1595,1141,583318,177998
1906,1142,1000012,178209
945,1142,116084,178209
1193,1142,195150,178209
1552,1142,568045,178209
780,1142,75972,178209
2082,1143,1110546,178718
738,1143,69296,178718
2082,1144,1110546,178727
2083,1145,1110563,179180
2318,1145,1126037,179180
1047,1145,139865,179180
2269,1146,1121569,179702
2623,1146,1152859,179702
1051,1146,141171,179702
1468,1146,424540,179702
1051,1147,141171,179706
2486,1148,1131719,180187
2085,1149,1110628,180301
1151,1150,180399,180373
2241,1151,1120084,180399
1433,1151,385572,180399
1196,1153,197054,182093
2478,1154,1131550,182094
1196,1154,197054,182094
1765,1154,650814,182094
864,1155,95435,184157
1128,1156,171225,184918
1389,1156,330148,184918
2088,1157,1110950,187260
2200,1158,1117786,187354
2334,1158,1127851,187354
1423,1158,372862,187354
2089,1159,1110998,188318
1669,1160,628500,188471
2634,1161,1153014,189566
1172,1161,189856,189566
1376,1161,310742,189566
516,1161,36802,189566
839,1161,90470,189566
2698,1162,1154232,189571
1163,1162,189572,189571
1518,1162,521855,189571
1828,1162,714748,189571
2538,1163,1134348,189572
2291,1164,1123689,189574
2406,1166,1129994,189620
2527,1166,1133417,189620
1792,1167,683355,189623
1528,1168,559804,189655
1826,1168,714260,189655
1828,1168,714748,189655
1077,1169,149669,189708
2393,1170,1129518,189721
2537,1171,1134346,189774
1829,1171,714879,189774
2393,1172,1129518,189856
2406,1172,1129994,189856
1792,1172,683355,189856
1794,1172,683404,189856
2150,1174,1114502,190698
1173,1174,190697,190698
1199,1174,198443,190698
1062,1175,144212,190706
1154,1175,182094,190706
1176,1177,191216,191222
1818,1177,708945,191222
1328,1180,272720,192850
2091,1181,1111186,192870
2148,1181,1114398,192870
2404,1182,1129835,193347
2486,1182,1131719,193347
1184,1182,193354,193347
1656,1182,612306,193347
2404,1183,1129835,193352
2486,1183,1131719,193352
1182,1183,193347,193352
1184,1183,193354,193352
1656,1183,612306,193352
2404,1184,1129835,193354
2092,1185,1111230,193742
112,1185,6152,193742
2093,1186,1111240,193918
2093,1187,1111240,193931
1188,1187,193932,193931
2093,1188,1111240,193932
2319,1189,1126044,194223
1440,1189,390922,194223
2361,1190,1128868,194609
2395,1190,1129572,194609
2704,1190,1154520,194609
983,1190,126128,194609
1229,1190,215912,194609
470,1190,31927,194609
1546,1190,563613,194609
2297,1191,1124844,194617
2395,1191,1129572,194617
1229,1191,215912,194617
471,1191,31932,194617
1289,1192,248823,194645
1552,1193,568045,195150
2095,1194,1111304,195361
2369,1195,1128974,195792
326,1195,19045,195792
1427,1195,377303,195792
1616,1195,593210,195792
1790,1195,682815,195792
2299,1196,1125092,197054
2553,1197,1135894,197452
8,1197,424,197452
1173,1199,190697,198443
2126,1200,1113551,198653
2412,1200,1130539,198653
2624,1200,1152896,198653
57,1200,3084,198653
13,1200,887,198653
2660,1201,1153728,198866
760,1201,73327,198866
584,1202,46431,199571
1717,1204,643734,200630
2167,1205,1115701,202520
1482,1205,446271,202520
1482,1206,446271,202522
2194,1207,1117348,202639
2282,1207,1123087,202639
2691,1207,1154123,202639
2692,1207,1154124,202639
1064,1207,144408,202639
1278,1207,242637,202639
547,1207,40131,202639
1715,1207,643597,202639
1782,1207,672064,202639
2181,1208,1116569,203646
2518,1209,1132968,205192
1578,1209,578337,205192
886,1209,99030,205192
2118,1210,1112929,205196
2414,1210,1130568,205196
2415,1210,1130586,205196
1672,1210,628751,205196
1673,1210,628764,205196
1674,1210,628766,205196
1865,1210,815096,205196
1896,1210,950986,205196
738,1212,69296,206371
601,1213,48075,206524
2156,1215,1114777,208345
649,1215,55801,208345
2100,1216,1111978,210309
2195,1217,1117476,210871
2337,1217,1128151,210871
2400,1217,1129629,210871
1200,1217,198653,210871
1329,1217,273152,210871
0,1217,35,210871
524,1217,38205,210871
1553,1217,568857,210871
1562,1217,575077,210871
1642,1217,595157,210871
673,1217,59715,210871
802,1217,81714,210871
13,1217,887,210871
2398,1218,1129610,210872
1217,1218,210871,210872
1329,1218,273152,210872
0,1218,35,210872
1619,1218,593260,210872
1649,1218,606479,210872
2102,1222,1112071,212097
2102,1223,1112071,212107
2279,1226,1122642,213246
491,1226,34263,213246
1198,1227,197783,213279
471,1229,31932,215912
2197,1230,1117618,216877
1391,1230,334153,216877
2197,1231,1117618,216878
1391,1231,334153,216878
1821,1231,711527,216878
2107,1232,1112319,217115
1089,1233,154134,217139
2108,1235,1112369,217984
2614,1236,1152663,218410
1020,1236,134128,218410
360,1238,22874,218682
2109,1239,1112417,219218
231,1240,12247,219239
1098,1240,157761,219239
2110,1241,1112426,219446
2333,1241,1127812,219446
1290,1241,249421,219446
1551,1241,567018,219446
2179,1242,1116410,219976
2342,1243,1128227,220420
2673,1244,1153891,221302
2116,1245,1112767,226698
2274,1245,1122304,226698
2150,1246,1114502,227178
2367,1246,1128946,227178
2374,1246,1128985,227178
1617,1246,593240,227178
876,1246,96847,227178
2168,1247,1115790,227286
1249,1248,228992,228990
958,1251,118260,230300
2425,1252,1130808,230879
2507,1252,1132486,230879
2517,1252,1132948,230879
2528,1252,1133428,230879
2584,1252,1140230,230879
1209,1252,205192,230879
1253,1252,230884,230879
1265,1252,236759,230879
50,1252,2658,230879
1577,1252,578309,230879
1578,1252,578337,230879
1813,1252,696342,230879
1814,1252,696343,230879
1815,1252,696345,230879
1816,1252,696346,230879
1843,1252,751408,230879
1870,1252,851968,230879
886,1252,99030,230879
2481,1253,1131607,230884
2507,1253,1132486,230884
2554,1253,1135899,230884
1843,1253,751408,230884
2650,1254,1153195,231198
2678,1254,1153922,231198
1064,1254,144408,231198
2306,1255,1125492,231249
2336,1255,1127913,231249
383,1256,25413,232605
2511,1257,1132809,232606
1256,1257,232605,232606
383,1257,25413,232606
2120,1258,1113084,232860
232,1259,12275,233106
1678,1259,630890,233106
1260,1261,235670,235678
1262,1261,235679,235678
1809,1261,689439,235678
2705,1262,1154524,235679
1260,1262,235670,235679
1261,1262,235678,235679
659,1262,57773,235679
1809,1262,689439,235679
2705,1263,1154524,235683
1260,1263,235670,235683
1261,1263,235678,235683
1262,1263,235679,235683
659,1263,57773,235683
2240,1267,1120059,237489
52,1267,2665,237489
52,1268,2665,237521
2334,1269,1127851,238099
2301,1270,1125386,238401
872,1271,95718,239800
1414,1272,359067,239810
2503,1274,1132434,240321
2505,1274,1132459,240321
2561,1274,1136397,240321
2691,1274,1154123,240321
2692,1274,1154124,240321
1470,1274,428610,240321
1485,1274,447250,240321
1785,1274,675649,240321
1787,1274,675847,240321
739,1274,69392,240321
2122,1275,1113438,240791
582,1275,45605,240791
1500,1275,503871,240791
1766,1275,650834,240791
2123,1276,1113459,241133
2617,1277,1152711,241821
1105,1277,159085,241821
2125,1278,1113541,242637
1490,1281,459214,243483
2276,1282,1122460,245288
2129,1284,1113742,246618
951,1284,116553,246618
2130,1286,1113828,248395
668,1286,58552,248395
2131,1287,1113831,248425
2266,1287,1121398,248425
1603,1287,592975,248425
1634,1287,594387,248425
2131,1288,1113831,248431
1789,1289,682666,248823
2333,1290,1127812,249421
1551,1290,567018,249421
934,1291,111866,249858
2133,1292,1113926,250566
1920,1293,1102550,251756
1195,1293,195792,251756
1646,1294,601561,252715
367,1296,23116,253762
2399,1297,1129621,253971
922,1298,108047,254923
1480,1298,444240,254923
481,1299,33303,255233
2550,1300,1135589,255628
2587,1300,1140543,255628
972,1300,120084,255628
2140,1301,1114192,256106
1123,1302,168958,258259
2143,1304,1114331,259701
2143,1305,1114331,259702
2433,1305,1131116,259702
2144,1306,1114336,259772
2145,1307,1114352,260121
2147,1308,1114388,260979
931,1309,110164,261040
2191,1309,1117184,261040
2149,1310,1114442,262108
2149,1311,1114442,262121
2149,1312,1114442,262178
2578,1312,1138968,262178
823,1312,85449,262178
2433,1313,1131116,263069
1074,1313,148341,263069
2150,1314,1114502,263279
2151,1315,1114512,263482
2211,1315,1118302,263482
1316,1315,263486,263482
2151,1316,1114512,263486
2620,1317,1152761,263498
2667,1317,1153860,263498
2192,1318,1117219,263553
1777,1318,662416,263553
149,1318,6910,263553
2649,1319,1153183,264347
972,1320,120084,264556
1346,1320,289085,264556
1392,1320,335042,264556
827,1321,86359,265203
772,1322,75121,267003
2650,1323,1153195,267824
736,1323,69198,267824
1208,1325,203646,270456
697,1325,63549,270456
2157,1326,1114838,270600
2633,1326,1153003,270600
1180,1328,192850,272720
1217,1329,210871,273152
2159,1330,1114992,273949
1666,1332,627024,278394
1870,1332,851968,278394
1666,1333,627024,278403
2161,1334,1115291,280876
2162,1335,1115375,282700
2629,1336,1152958,284023
2630,1336,1152959,284023
968,1336,119761,284023
1402,1336,346292,284023
968,1337,119761,284025
1891,1337,949217,284025
2163,1338,1115456,284414
1339,1340,285675,285687
2479,1342,1131557,286513
1140,1342,177993,286513
2292,1344,1123756,287787
2426,1344,1130847,287787
2427,1344,1130856,287787
1460,1344,415693,287787
1502,1344,503883,287787
1689,1344,634902,287787
1690,1344,634904,287787
1691,1344,634938,287787
1692,1344,634975,287787
1754,1344,647447,287787
2285,1345,1123215,288107
1808,1346,689152,289085
1808,1347,689152,289088
1349,1348,289780,289779
1862,1348,801170,289779
2353,1349,1128453,289780
2662,1349,1153784,289780
1862,1349,801170,289780
2353,1350,1128453,289781
2662,1350,1153784,289781
1349,1350,289780,289781
1862,1350,801170,289781
2167,1351,1115701,289885
348,1351,20924,289885
602,1352,48550,289945
1587,1353,578845,292277
1355,1354,293285,293271
2305,1356,1125469,293974
348,1357,20924,294030
1763,1358,649944,294126
2521,1364,1133010,300806
450,1364,29723,300806
1446,1364,396412,300806
147,1364,6818,300806
2622,1365,1152858,302545
2447,1366,1131198,307015
1393,1366,335733,307015
542,1366,39474,307015
1711,1366,643199,307015
1339,1367,285675,307336
1818,1367,708945,307336
2469,1368,1131360,307656
1324,1368,270085,307656
530,1374,38839,310530
1106,1375,159897,310653
2270,1378,1121603,314459
2573,1380,1138027,315789
2581,1380,1139195,315789
2634,1381,1153014,318071
2187,1382,1116922,318187
2189,1383,1117049,321004
2190,1384,1117089,321861
2280,1386,1122704,325314
1156,1389,184918,330148
370,1389,23502,330148
1495,1390,469504,330208
885,1390,99025,330208
2197,1391,1117618,334153
2198,1392,1117653,335042
1346,1392,289085,335042
1711,1393,643199,335733
929,1394,110162,337766
1886,1396,928873,340078
1891,1396,949217,340078
763,1397,74427,340299
2203,1398,1117942,341188
1789,1398,682666,341188
53,1399,2695,342802
1515,1401,521251,346243
2629,1402,1152958,346292
1336,1402,284023,346292
1183,1403,193352,348305
1188,1405,193932,350319
2215,1409,1118546,354004
1413,1410,358894,358866
796,1410,79809,358866
1413,1411,358894,358884
1413,1412,358894,358887
796,1412,79809,358887
2218,1415,1118823,360028
166,1417,7430,365294
2225,1418,1119211,367312
1842,1418,746058,367312
454,1419,30901,368431
2633,1420,1153003,368605
1453,1421,400455,368657
2583,1422,1140040,370366
1697,1422,641956,370366
1886,1422,928873,370366
2229,1424,1119505,375605
2230,1425,1119623,375825
2231,1426,1119654,376704
2395,1427,1129572,377303
730,1428,67633,379288
679,1429,60560,380341
2237,1430,1120019,384428
1327,1431,272345,385067
2241,1433,1120084,385572
997,1434,128540,387795
919,1435,107251,389715
920,1435,107252,389715
2484,1436,1131639,390693
2421,1442,1130676,395540
1443,1444,395547,395553
1797,1444,684972,395553
2542,1445,1135115,395725
2679,1445,1153933,395725
2251,1447,1120643,397488
2539,1447,1134865,397488
2252,1448,1120650,397590
2254,1450,1120731,399339
676,1451,60159,399370
2255,1452,1120777,400356
724,1452,66990,400356
1421,1453,368657,400455
1005,1454,131117,400473
2694,1455,1154173,408885
2641,1456,1153097,409255
1298,1460,254923,415693
2268,1462,1121537,416867
993,1463,127940,416964
1425,1465,375825,421481
2539,1467,1134865,423816
607,1467,48781,423816
603,1468,48555,424540
1909,1469,1050679,427606
2483,1469,1131634,427606
2578,1469,1138968,427606
686,1469,62329,427606
993,1473,127940,430329
1982,1474,1105622,430574
2501,1475,1132416,430711
1779,1475,671052,430711
1778,1476,662572,431206
1736,1478,645571,440815
2686,1479,1154068,444191
149,1479,6910,444191
1379,1481,315266,445938
1363,1483,300071,446610
1114,1484,164885,447224
2283,1486,1123093,449841
2287,1487,1123493,458439
2288,1488,1123530,459206
2288,1489,1123530,459213
2288,1490,1123530,459214
2288,1491,1123530,459216
1616,1491,593210,459216
719,1493,66794,466170
2371,1494,1128977,467383
951,1494,116553,467383
2370,1498,1128975,486840
1641,1498,595063,486840
2470,1501,1131374,503877
2657,1501,1153577,503877
2689,1501,1154076,503877
2470,1502,1131374,503883
2657,1502,1153577,503883
2689,1502,1154076,503883
1575,1502,577331,503883
1746,1502,646809,503883
1747,1502,646836,503883
1750,1502,646913,503883
1753,1502,647413,503883
1754,1502,647447,503883
2657,1503,1153577,503893
487,1503,33904,503893
1748,1503,646837,503893
2302,1506,1125393,509379
2307,1509,1125597,513189
1556,1509,573964,513189
1569,1509,576691,513189
1861,1509,787016,513189
2309,1510,1125906,519318
2310,1511,1125909,519353
2312,1512,1125953,520471
2313,1513,1125992,521183
1514,1513,521207,521183
1515,1513,521251,521183
1517,1514,521269,521207
2313,1515,1125992,521251
2313,1516,1125992,521252
2314,1517,1125993,521269
1511,1518,519353,521855
2514,1519,1132864,522338
1793,1519,683360,522338
2319,1520,1126044,523010
2587,1520,1140543,523010
1830,1521,714975,523394
2696,1522,1154229,523574
1521,1522,523394,523574
1767,1522,653441,523574
1827,1522,714289,523574
2321,1523,1126315,529165
1525,1524,531351,531348
1524,1525,531348,531351
1594,1526,582511,545647
1767,1528,653441,559804
1827,1528,714289,559804
1544,1529,562123,560936
843,1529,91581,560936
1704,1531,642827,561364
1085,1532,153063,561568
1534,1533,561582,561581
1745,1533,646440,561581
1533,1534,561581,561582
2448,1535,1131223,561593
1533,1536,561581,561595
1534,1536,561582,561595
1536,1537,561595,561610
1536,1538,561595,561611
1537,1538,561610,561611
1085,1539,153063,561613
1532,1539,561568,561613
2326,1540,1127541,561674
1533,1540,561581,561674
1543,1540,562067,561674
2327,1541,1127551,561789
1540,1541,561674,561789
1543,1541,562067,561789
2328,1542,1127558,561809
2458,1542,1131300,561809
1543,1542,562067,561809
2329,1543,1127566,562067
1529,1544,560936,562123
2330,1545,1127619,562940
684,1545,61417,562940
2395,1546,1129572,563613
470,1546,31927,563613
58,1548,3085,566653
1549,1548,566664,566653
58,1549,3085,566664
2332,1550,1127810,567005
2333,1551,1127812,567018
2400,1553,1129629,568857
2665,1553,1153816,568857
1810,1554,693143,573535
2397,1555,1129608,573553
2552,1555,1135750,573553
2579,1555,1138970,573553
1129,1555,171954,573553
1868,1555,820662,573553
1509,1556,513189,573964
1569,1556,576691,573964
1861,1556,787016,573964
1639,1558,594900,574009
1571,1559,576795,574264
1865,1559,815096,574264
954,1562,117316,575077
1589,1562,579008,575077
1622,1562,593544,575077
1638,1562,594649,575077
1651,1562,608190,575077
1652,1562,608191,575077
712,1562,66556,575077
858,1562,94641,575077
2488,1563,1131734,575292
2578,1563,1138968,575292
2402,1565,1129778,575402
2370,1566,1128975,575795
1641,1566,595063,575795
2681,1567,1153943,576257
1638,1567,594649,576257
2400,1568,1129629,576362
1341,1568,286500,576362
1553,1568,568857,576362
2338,1569,1128198,576691
1571,1570,576795,576725
2339,1571,1128201,576795
2341,1572,1128208,576973
669,1572,58758,576973
2492,1574,1131752,577227
2342,1575,1128227,577331
1579,1576,578347,578306
1579,1577,578347,578309
2507,1578,1132486,578337
1265,1578,236759,578337
1815,1578,696345,578337
